yr,r,ec,units,value
1997,il,OTHTAX,billions of us dollars (USD),0.442629
1997,il,CURCHG,billions of us dollars (USD),1.987483
1997,il,MSCREV,billions of us dollars (USD),2.822512
1997,il,UTLREV,billions of us dollars (USD),0.0
1997,il,LIQREV,billions of us dollars (USD),0.0
1997,il,INSREV,billions of us dollars (USD),6.969899
1997,il,TOTEXP,billions of us dollars (USD),35.301874
1997,il,INTEXP,billions of us dollars (USD),9.148129
1997,il,CUROPR,billions of us dollars (USD),17.059582
1997,il,CAPOUT,billions of us dollars (USD),2.088073
1997,il,INSBEN,billions of us dollars (USD),4.035719
1997,il,SUBSID,billions of us dollars (USD),1.44397
1997,il,INTRST,billions of us dollars (USD),1.526401
1997,il,SALARY,billions of us dollars (USD),4.293559
1997,il,GENEXP,billions of us dollars (USD),31.266155
1997,il,EDUCAT,billions of us dollars (USD),9.16003
1997,il,PUBWEL,billions of us dollars (USD),9.163553
1997,il,HOSPTL,billions of us dollars (USD),0.846042
1997,il,HEALTH,billions of us dollars (USD),1.702964
1997,il,HGHWAY,billions of us dollars (USD),2.596833
1997,il,POLICE,billions of us dollars (USD),0.303309
1997,il,CORREC,billions of us dollars (USD),0.951277
1997,il,NATRES,billions of us dollars (USD),0.268294
1997,il,PARKRC,billions of us dollars (USD),0.19502
1997,il,GOVADM,billions of us dollars (USD),1.054521
1997,il,INTGEN,billions of us dollars (USD),1.526401
1997,il,OTHUNA,billions of us dollars (USD),3.497911
1997,il,UTLEXP,billions of us dollars (USD),0.0
1997,il,LIQEXP,billions of us dollars (USD),0.0
1997,il,INSEXP,billions of us dollars (USD),4.035719
1997,il,DEBTFY,billions of us dollars (USD),23.800807
1997,il,CASHSH,billions of us dollars (USD),59.776435
1997,in,TOTREV,billions of us dollars (USD),17.536856
1997,in,GENREV,billions of us dollars (USD),15.991546
1997,in,INTREV,billions of us dollars (USD),3.859176
1997,in,TAXREV,billions of us dollars (USD),9.100842
1997,in,GSALES,billions of us dollars (USD),3.042874
1997,in,SSALES,billions of us dollars (USD),1.08898
1997,in,LICTAX,billions of us dollars (USD),0.19372
1997,in,INDTAX,billions of us dollars (USD),3.750826
1997,in,CORTAX,billions of us dollars (USD),0.904265
1997,in,OTHTAX,billions of us dollars (USD),0.120177
1997,in,CURCHG,billions of us dollars (USD),1.783477
1997,in,MSCREV,billions of us dollars (USD),1.248051
1997,in,UTLREV,billions of us dollars (USD),0.0
1997,in,LIQREV,billions of us dollars (USD),0.0
1997,in,INSREV,billions of us dollars (USD),1.54531
1997,in,TOTEXP,billions of us dollars (USD),16.370436
1997,in,INTEXP,billions of us dollars (USD),5.50786
1997,in,CUROPR,billions of us dollars (USD),8.140034
1997,in,CAPOUT,billions of us dollars (USD),1.248981
1997,in,INSBEN,billions of us dollars (USD),0.970217
1997,in,SUBSID,billions of us dollars (USD),0.215206
1997,in,INTRST,billions of us dollars (USD),0.288138
1997,in,SALARY,billions of us dollars (USD),2.479639
1997,in,GENEXP,billions of us dollars (USD),15.400219
1997,in,EDUCAT,billions of us dollars (USD),6.410821
1997,in,PUBWEL,billions of us dollars (USD),3.221243
1997,in,HOSPTL,billions of us dollars (USD),0.227424
1997,in,HEALTH,billions of us dollars (USD),0.406647
1997,in,HGHWAY,billions of us dollars (USD),1.648038
1997,in,POLICE,billions of us dollars (USD),0.152953
1997,in,CORREC,billions of us dollars (USD),0.418649
1997,in,NATRES,billions of us dollars (USD),0.16233
1997,in,PARKRC,billions of us dollars (USD),0.058349
1997,in,GOVADM,billions of us dollars (USD),0.372024
1997,in,INTGEN,billions of us dollars (USD),0.288138
1997,in,OTHUNA,billions of us dollars (USD),2.033603
1997,in,UTLEXP,billions of us dollars (USD),0.0
1997,in,LIQEXP,billions of us dollars (USD),0.0
1997,in,INSEXP,billions of us dollars (USD),0.970217
1997,in,DEBTFY,billions of us dollars (USD),6.140051
1997,in,CASHSH,billions of us dollars (USD),23.268867
1997,ia,TOTREV,billions of us dollars (USD),9.509064
1997,ia,GENREV,billions of us dollars (USD),8.3603
1997,ia,INTREV,billions of us dollars (USD),2.007968
1997,ia,TAXREV,billions of us dollars (USD),4.686244
1997,ia,GSALES,billions of us dollars (USD),1.500162
1997,ia,SSALES,billions of us dollars (USD),0.728269
1997,ia,LICTAX,billions of us dollars (USD),0.421385
1997,ia,INDTAX,billions of us dollars (USD),1.719566
1997,ia,CORTAX,billions of us dollars (USD),0.221041
1997,ia,OTHTAX,billions of us dollars (USD),0.095821
1997,ia,CURCHG,billions of us dollars (USD),1.055655
1997,ia,MSCREV,billions of us dollars (USD),0.610433
1997,ia,UTLREV,billions of us dollars (USD),0.0
1997,ia,LIQREV,billions of us dollars (USD),0.090005
1997,ia,INSREV,billions of us dollars (USD),1.058759
1997,ia,TOTEXP,billions of us dollars (USD),9.347768
1997,ia,INTEXP,billions of us dollars (USD),2.869259
1997,ia,CUROPR,billions of us dollars (USD),4.674318
1997,ia,CAPOUT,billions of us dollars (USD),0.758059
1997,ia,INSBEN,billions of us dollars (USD),0.663584
1997,ia,SUBSID,billions of us dollars (USD),0.26809
1997,ia,INTRST,billions of us dollars (USD),0.114458
1997,ia,SALARY,billions of us dollars (USD),1.694243
1997,ia,GENEXP,billions of us dollars (USD),8.62199
1997,ia,EDUCAT,billions of us dollars (USD),3.594533
1997,ia,PUBWEL,billions of us dollars (USD),1.737531
1997,ia,HOSPTL,billions of us dollars (USD),0.493587
1997,ia,HEALTH,billions of us dollars (USD),0.185579
1997,ia,HGHWAY,billions of us dollars (USD),1.094526
1997,ia,POLICE,billions of us dollars (USD),0.058567
1997,ia,CORREC,billions of us dollars (USD),0.200491
1997,ia,NATRES,billions of us dollars (USD),0.212175
1997,ia,PARKRC,billions of us dollars (USD),0.018205
1997,ia,GOVADM,billions of us dollars (USD),0.311779
1997,ia,INTGEN,billions of us dollars (USD),0.114458
1997,ia,OTHUNA,billions of us dollars (USD),0.600559
1997,ia,UTLEXP,billions of us dollars (USD),0.0
1997,ia,LIQEXP,billions of us dollars (USD),0.062194
1997,ia,INSEXP,billions of us dollars (USD),0.663584
1997,ia,DEBTFY,billions of us dollars (USD),2.013891
1997,ia,CASHSH,billions of us dollars (USD),18.8885
1997,ks,TOTREV,billions of us dollars (USD),7.949762
1997,ks,GENREV,billions of us dollars (USD),7.264375
1997,ks,INTREV,billions of us dollars (USD),1.839813
1997,ks,TAXREV,billions of us dollars (USD),4.229721
1997,ks,GSALES,billions of us dollars (USD),1.475825
1997,ks,SSALES,billions of us dollars (USD),0.531227
1997,ks,LICTAX,billions of us dollars (USD),0.211755
1997,ks,INDTAX,billions of us dollars (USD),1.512816
1997,ks,CORTAX,billions of us dollars (USD),0.29108
1997,ks,OTHTAX,billions of us dollars (USD),0.207018
1997,ks,CURCHG,billions of us dollars (USD),0.754594
1997,ks,MSCREV,billions of us dollars (USD),0.440247
1997,ks,UTLREV,billions of us dollars (USD),0.0
1997,ks,LIQREV,billions of us dollars (USD),0.0
1997,ks,INSREV,billions of us dollars (USD),0.685387
1997,ks,TOTEXP,billions of us dollars (USD),7.496081
1997,ks,INTEXP,billions of us dollars (USD),2.325562
1997,ks,CUROPR,billions of us dollars (USD),3.526523
1997,ks,CAPOUT,billions of us dollars (USD),0.793521
1997,ks,INSBEN,billions of us dollars (USD),0.621381
1997,ks,SUBSID,billions of us dollars (USD),0.157644
1997,ks,INTRST,billions of us dollars (USD),0.07145
1997,ks,SALARY,billions of us dollars (USD),1.383492
1997,ks,GENEXP,billions of us dollars (USD),6.8747
1997,ks,EDUCAT,billions of us dollars (USD),3.037234
1997,ks,PUBWEL,billions of us dollars (USD),1.124166
1997,ks,HOSPTL,billions of us dollars (USD),0.303263
1997,ks,HEALTH,billions of us dollars (USD),0.30176
1997,ks,HGHWAY,billions of us dollars (USD),1.013022
1997,ks,POLICE,billions of us dollars (USD),0.041166
1997,ks,CORREC,billions of us dollars (USD),0.206167
1997,ks,NATRES,billions of us dollars (USD),0.165039
1997,ks,PARKRC,billions of us dollars (USD),0.005856
1997,ks,GOVADM,billions of us dollars (USD),0.253821
1997,ks,INTGEN,billions of us dollars (USD),0.07145
1997,ks,OTHUNA,billions of us dollars (USD),0.351756
1997,ks,UTLEXP,billions of us dollars (USD),0.0
1997,ks,LIQEXP,billions of us dollars (USD),0.0
1997,ks,INSEXP,billions of us dollars (USD),0.621381
1997,ks,DEBTFY,billions of us dollars (USD),1.211295
1997,ks,CASHSH,billions of us dollars (USD),8.825615
1997,ky,TOTREV,billions of us dollars (USD),15.032508
1997,ky,GENREV,billions of us dollars (USD),12.431136
1997,ky,INTREV,billions of us dollars (USD),3.46395
1997,ky,TAXREV,billions of us dollars (USD),6.818992
1997,ky,GSALES,billions of us dollars (USD),1.882682
1997,ky,SSALES,billions of us dollars (USD),1.311431
1997,ky,LICTAX,billions of us dollars (USD),0.427137
1997,ky,INDTAX,billions of us dollars (USD),2.205023
1997,ky,CORTAX,billions of us dollars (USD),0.292753
1997,ky,OTHTAX,billions of us dollars (USD),0.699966
1997,ky,CURCHG,billions of us dollars (USD),1.216588
1997,ky,MSCREV,billions of us dollars (USD),0.931606
1997,ky,UTLREV,billions of us dollars (USD),0.0
1997,ky,LIQREV,billions of us dollars (USD),0.0
1997,ky,INSREV,billions of us dollars (USD),2.601372
1997,ky,TOTEXP,billions of us dollars (USD),12.949018
1997,ky,INTEXP,billions of us dollars (USD),2.91819
1997,ky,CUROPR,billions of us dollars (USD),6.885246
1997,ky,CAPOUT,billions of us dollars (USD),1.121177
1997,ky,INSBEN,billions of us dollars (USD),1.306139
1997,ky,SUBSID,billions of us dollars (USD),0.333938
1997,ky,INTRST,billions of us dollars (USD),0.384328
1997,ky,SALARY,billions of us dollars (USD),2.405426
1997,ky,GENEXP,billions of us dollars (USD),11.634331
1997,ky,EDUCAT,billions of us dollars (USD),4.398379
1997,ky,PUBWEL,billions of us dollars (USD),3.207075
1997,ky,HOSPTL,billions of us dollars (USD),0.447971
1997,ky,HEALTH,billions of us dollars (USD),0.302747
1997,ky,HGHWAY,billions of us dollars (USD),1.090645
1997,ky,POLICE,billions of us dollars (USD),0.121365
1997,ky,CORREC,billions of us dollars (USD),0.260235
1997,ky,NATRES,billions of us dollars (USD),0.215328
1997,ky,PARKRC,billions of us dollars (USD),0.105381
1997,ky,GOVADM,billions of us dollars (USD),0.467518
1997,ky,INTGEN,billions of us dollars (USD),0.384328
1997,ky,OTHUNA,billions of us dollars (USD),0.633359
1997,ky,UTLEXP,billions of us dollars (USD),0.008548
1997,ky,LIQEXP,billions of us dollars (USD),0.0
1997,ky,INSEXP,billions of us dollars (USD),1.306139
1997,ky,DEBTFY,billions of us dollars (USD),7.120354
1997,ky,CASHSH,billions of us dollars (USD),24.059347
1997,la,TOTREV,billions of us dollars (USD),15.928979
1997,la,GENREV,billions of us dollars (USD),13.529327
1997,la,INTREV,billions of us dollars (USD),4.329084
1997,la,TAXREV,billions of us dollars (USD),5.646255
1997,la,GSALES,billions of us dollars (USD),1.828434
1997,la,SSALES,billions of us dollars (USD),0.930616
1997,la,LICTAX,billions of us dollars (USD),0.435603
1997,la,INDTAX,billions of us dollars (USD),1.560048
1997,la,CORTAX,billions of us dollars (USD),0.380155
1997,la,OTHTAX,billions of us dollars (USD),0.511399
1997,la,CURCHG,billions of us dollars (USD),1.827548
1997,la,MSCREV,billions of us dollars (USD),1.72644
1997,la,UTLREV,billions of us dollars (USD),0.003749
1997,la,LIQREV,billions of us dollars (USD),0.0
1997,la,INSREV,billions of us dollars (USD),2.395903
1997,la,TOTEXP,billions of us dollars (USD),14.285704
1997,la,INTEXP,billions of us dollars (USD),3.170676
1997,la,CUROPR,billions of us dollars (USD),7.790851
1997,la,CAPOUT,billions of us dollars (USD),1.050891
1997,la,INSBEN,billions of us dollars (USD),1.493111
1997,la,SUBSID,billions of us dollars (USD),0.236093
1997,la,INTRST,billions of us dollars (USD),0.544082
1997,la,SALARY,billions of us dollars (USD),2.755139
1997,la,GENEXP,billions of us dollars (USD),12.789619
1997,la,EDUCAT,billions of us dollars (USD),4.558193
1997,la,PUBWEL,billions of us dollars (USD),2.959999
1997,la,HOSPTL,billions of us dollars (USD),1.06331
1997,la,HEALTH,billions of us dollars (USD),0.395194
1997,la,HGHWAY,billions of us dollars (USD),0.850034
1997,la,POLICE,billions of us dollars (USD),0.19176
1997,la,CORREC,billions of us dollars (USD),0.416981
1997,la,NATRES,billions of us dollars (USD),0.312996
1997,la,PARKRC,billions of us dollars (USD),0.189849
1997,la,GOVADM,billions of us dollars (USD),0.48281
1997,la,INTGEN,billions of us dollars (USD),0.544082
1997,la,OTHUNA,billions of us dollars (USD),0.824411
1997,la,UTLEXP,billions of us dollars (USD),0.002974
1997,la,LIQEXP,billions of us dollars (USD),0.0
1997,la,INSEXP,billions of us dollars (USD),1.493111
1997,la,DEBTFY,billions of us dollars (USD),7.030252
1997,la,CASHSH,billions of us dollars (USD),26.721914
1997,me,TOTREV,billions of us dollars (USD),5.215004
1997,me,GENREV,billions of us dollars (USD),4.059117
1997,me,INTREV,billions of us dollars (USD),1.29907
1997,me,TAXREV,billions of us dollars (USD),2.019491
1997,me,GSALES,billions of us dollars (USD),0.683152
1997,me,SSALES,billions of us dollars (USD),0.281515
1997,me,LICTAX,billions of us dollars (USD),0.117339
1997,me,INDTAX,billions of us dollars (USD),0.77181
1997,me,CORTAX,billions of us dollars (USD),0.097146
1997,me,OTHTAX,billions of us dollars (USD),0.068529
1997,me,CURCHG,billions of us dollars (USD),0.305093
1997,me,MSCREV,billions of us dollars (USD),0.435463
1997,me,UTLREV,billions of us dollars (USD),0.0
1997,me,LIQREV,billions of us dollars (USD),0.069649
1997,me,INSREV,billions of us dollars (USD),1.086238
1997,me,TOTEXP,billions of us dollars (USD),4.441284
1997,me,INTEXP,billions of us dollars (USD),0.772724
1997,me,CUROPR,billions of us dollars (USD),2.646772
1997,me,CAPOUT,billions of us dollars (USD),0.226281
1997,me,INSBEN,billions of us dollars (USD),0.433378
1997,me,SUBSID,billions of us dollars (USD),0.189218
1997,me,INTRST,billions of us dollars (USD),0.172911
1997,me,SALARY,billions of us dollars (USD),0.608061
1997,me,GENEXP,billions of us dollars (USD),3.961074
1997,me,EDUCAT,billions of us dollars (USD),1.121825
1997,me,PUBWEL,billions of us dollars (USD),1.336834
1997,me,HOSPTL,billions of us dollars (USD),0.053917
1997,me,HEALTH,billions of us dollars (USD),0.207689
1997,me,HGHWAY,billions of us dollars (USD),0.362137
1997,me,POLICE,billions of us dollars (USD),0.039036
1997,me,CORREC,billions of us dollars (USD),0.066013
1997,me,NATRES,billions of us dollars (USD),0.116478
1997,me,PARKRC,billions of us dollars (USD),0.008936
1997,me,GOVADM,billions of us dollars (USD),0.159288
1997,me,INTGEN,billions of us dollars (USD),0.172911
1997,me,OTHUNA,billions of us dollars (USD),0.31601
1997,me,UTLEXP,billions of us dollars (USD),0.0
1997,me,LIQEXP,billions of us dollars (USD),0.046832
1997,me,INSEXP,billions of us dollars (USD),0.433378
1997,me,DEBTFY,billions of us dollars (USD),3.202599
1997,me,CASHSH,billions of us dollars (USD),6.399966
1997,md,TOTREV,billions of us dollars (USD),20.128472
1997,md,GENREV,billions of us dollars (USD),14.799832
1997,md,INTREV,billions of us dollars (USD),3.411382
1997,md,TAXREV,billions of us dollars (USD),8.604406
1997,md,GSALES,billions of us dollars (USD),2.095319
1997,md,SSALES,billions of us dollars (USD),1.599834
1997,md,LICTAX,billions of us dollars (USD),0.349632
1997,md,INDTAX,billions of us dollars (USD),3.76856
1997,md,CORTAX,billions of us dollars (USD),0.343499
1997,md,OTHTAX,billions of us dollars (USD),0.447562
1997,md,CURCHG,billions of us dollars (USD),1.442899
1997,md,MSCREV,billions of us dollars (USD),1.341145
1997,md,UTLREV,billions of us dollars (USD),0.092447
1997,md,LIQREV,billions of us dollars (USD),0.0
1997,md,INSREV,billions of us dollars (USD),5.236193
1997,md,TOTEXP,billions of us dollars (USD),16.199545
1997,md,INTEXP,billions of us dollars (USD),3.53607
1997,md,CUROPR,billions of us dollars (USD),8.524965
1997,md,CAPOUT,billions of us dollars (USD),1.150434
1997,md,INSBEN,billions of us dollars (USD),1.839637
1997,md,SUBSID,billions of us dollars (USD),0.546602
1997,md,INTRST,billions of us dollars (USD),0.601837
1997,md,SALARY,billions of us dollars (USD),2.792968
1997,md,GENEXP,billions of us dollars (USD),14.001947
1997,md,EDUCAT,billions of us dollars (USD),4.400969
1997,md,PUBWEL,billions of us dollars (USD),3.023036
1997,md,HOSPTL,billions of us dollars (USD),0.319502
1997,md,HEALTH,billions of us dollars (USD),0.779238
1997,md,HGHWAY,billions of us dollars (USD),1.245276
1997,md,POLICE,billions of us dollars (USD),0.250796
1997,md,CORREC,billions of us dollars (USD),0.741403
1997,md,NATRES,billions of us dollars (USD),0.316791
1997,md,PARKRC,billions of us dollars (USD),0.157527
1997,md,GOVADM,billions of us dollars (USD),0.667813
1997,md,INTGEN,billions of us dollars (USD),0.601837
1997,md,OTHUNA,billions of us dollars (USD),1.497759
1997,md,UTLEXP,billions of us dollars (USD),0.357961
1997,md,LIQEXP,billions of us dollars (USD),0.0
1997,md,INSEXP,billions of us dollars (USD),1.839637
1997,md,DEBTFY,billions of us dollars (USD),9.873357
1997,md,CASHSH,billions of us dollars (USD),40.443157
1997,ma,TOTREV,billions of us dollars (USD),26.537977
1997,ma,GENREV,billions of us dollars (USD),23.810978
1997,ma,INTREV,billions of us dollars (USD),5.808872
1997,ma,TAXREV,billions of us dollars (USD),13.305471
1997,ma,GSALES,billions of us dollars (USD),2.876066
1997,ma,SSALES,billions of us dollars (USD),1.341352
1997,ma,LICTAX,billions of us dollars (USD),0.431012
1997,ma,INDTAX,billions of us dollars (USD),7.181821
1997,ma,CORTAX,billions of us dollars (USD),1.213366
1997,ma,OTHTAX,billions of us dollars (USD),0.261854
1997,ma,CURCHG,billions of us dollars (USD),1.907084
1997,ma,MSCREV,billions of us dollars (USD),2.789551
1997,ma,UTLREV,billions of us dollars (USD),0.068768
1997,ma,LIQREV,billions of us dollars (USD),0.0
1997,ma,INSREV,billions of us dollars (USD),2.658231
1997,ma,TOTEXP,billions of us dollars (USD),25.79066
1997,ma,INTEXP,billions of us dollars (USD),5.636518
1997,ma,CUROPR,billions of us dollars (USD),12.943968
1997,ma,CAPOUT,billions of us dollars (USD),2.536074
1997,ma,INSBEN,billions of us dollars (USD),2.106276
1997,ma,SUBSID,billions of us dollars (USD),0.779822
1997,ma,INTRST,billions of us dollars (USD),1.788002
1997,ma,SALARY,billions of us dollars (USD),3.331581
1997,ma,GENEXP,billions of us dollars (USD),23.588935
1997,ma,EDUCAT,billions of us dollars (USD),4.956373
1997,ma,PUBWEL,billions of us dollars (USD),5.881466
1997,ma,HOSPTL,billions of us dollars (USD),0.886275
1997,ma,HEALTH,billions of us dollars (USD),1.32568
1997,ma,HGHWAY,billions of us dollars (USD),2.144031
1997,ma,POLICE,billions of us dollars (USD),0.266975
1997,ma,CORREC,billions of us dollars (USD),0.811276
1997,ma,NATRES,billions of us dollars (USD),0.202166
1997,ma,PARKRC,billions of us dollars (USD),0.142859
1997,ma,GOVADM,billions of us dollars (USD),0.982292
1997,ma,INTGEN,billions of us dollars (USD),1.770908
