yr,r,pg,units,value
1997,mi,hea,billions of us dollars (USD),28.1505
1997,mi,trn,billions of us dollars (USD),11.5185
1997,mi,rsr,billions of us dollars (USD),9.3664
1997,mi,htl,billions of us dollars (USD),10.8107
1997,mi,fsr,billions of us dollars (USD),13.7177
1997,mi,osr,billions of us dollars (USD),14.2288
1997,mi,npish,billions of us dollars (USD),6.541
1997,mi,npi,billions of us dollars (USD),23.454
1997,mi,nps,billions of us dollars (USD),16.913
1997,mn,pce,billions of us dollars (USD),108.0223
1997,mn,gds,billions of us dollars (USD),38.1543
1997,mn,dur,billions of us dollars (USD),15.1197
1997,mn,mvp,billions of us dollars (USD),5.9612
1997,mn,hdr,billions of us dollars (USD),3.044
1997,mn,rec,billions of us dollars (USD),3.6012
1997,mn,odg,billions of us dollars (USD),2.5133
1997,mn,ndr,billions of us dollars (USD),23.0346
1997,mn,foo,billions of us dollars (USD),8.6879
1997,mn,clo,billions of us dollars (USD),4.3557
1997,mn,enr,billions of us dollars (USD),3.1649
1997,mn,ong,billions of us dollars (USD),6.826
1997,mn,ser,billions of us dollars (USD),69.868
1997,mn,hce,billions of us dollars (USD),66.8729
1997,mn,utl,billions of us dollars (USD),17.3448
1997,mn,hea,billions of us dollars (USD),16.6887
1997,mn,trn,billions of us dollars (USD),4.9274
1997,mn,rsr,billions of us dollars (USD),5.4957
1997,mn,htl,billions of us dollars (USD),5.9131
1997,mn,fsr,billions of us dollars (USD),7.592
1997,mn,osr,billions of us dollars (USD),8.9113
1997,mn,npish,billions of us dollars (USD),2.995
1997,mn,npi,billions of us dollars (USD),11.898
1997,mn,nps,billions of us dollars (USD),8.903
1997,ms,pce,billions of us dollars (USD),40.2778
1997,ms,gds,billions of us dollars (USD),16.7753
1997,ms,dur,billions of us dollars (USD),5.5152
1997,ms,mvp,billions of us dollars (USD),2.7144
1997,ms,hdr,billions of us dollars (USD),1.1979
1997,ms,rec,billions of us dollars (USD),1.1002
1997,ms,odg,billions of us dollars (USD),0.5027
1997,ms,ndr,billions of us dollars (USD),11.2601
1997,ms,foo,billions of us dollars (USD),4.4548
1997,ms,clo,billions of us dollars (USD),1.8525
1997,ms,enr,billions of us dollars (USD),1.575
1997,ms,ong,billions of us dollars (USD),3.3779
1997,ms,ser,billions of us dollars (USD),23.5025
1997,ms,hce,billions of us dollars (USD),22.9805
1997,ms,utl,billions of us dollars (USD),6.9671
1997,ms,hea,billions of us dollars (USD),7.1525
1997,ms,trn,billions of us dollars (USD),0.9264
1997,ms,rsr,billions of us dollars (USD),0.8415
1997,ms,htl,billions of us dollars (USD),2.4613
1997,ms,fsr,billions of us dollars (USD),2.0107
1997,ms,osr,billions of us dollars (USD),2.621
1997,ms,npish,billions of us dollars (USD),0.522
1997,ms,npi,billions of us dollars (USD),3.39
1997,ms,nps,billions of us dollars (USD),2.868
1997,mo,pce,billions of us dollars (USD),110.3995
1997,mo,gds,billions of us dollars (USD),44.7299
1997,mo,dur,billions of us dollars (USD),15.4017
1997,mo,mvp,billions of us dollars (USD),6.6616
1997,mo,hdr,billions of us dollars (USD),2.8706
1997,mo,rec,billions of us dollars (USD),4.2385
1997,mo,odg,billions of us dollars (USD),1.6311
1997,mo,ndr,billions of us dollars (USD),29.3281
1997,mo,foo,billions of us dollars (USD),9.3106
1997,mo,clo,billions of us dollars (USD),4.2632
1997,mo,enr,billions of us dollars (USD),3.6947
1997,mo,ong,billions of us dollars (USD),12.0597
1997,mo,ser,billions of us dollars (USD),65.6696
1997,mo,hce,billions of us dollars (USD),63.4306
1997,mo,utl,billions of us dollars (USD),16.4919
1997,mo,hea,billions of us dollars (USD),15.9599
1997,mo,trn,billions of us dollars (USD),4.5353
1997,mo,rsr,billions of us dollars (USD),4.6421
1997,mo,htl,billions of us dollars (USD),6.8297
1997,mo,fsr,billions of us dollars (USD),7.0363
1997,mo,osr,billions of us dollars (USD),7.9355
1997,mo,npish,billions of us dollars (USD),2.239
1997,mo,npi,billions of us dollars (USD),9.349
1997,mo,nps,billions of us dollars (USD),7.11
1997,mt,pce,billions of us dollars (USD),15.6613
1997,mt,gds,billions of us dollars (USD),6.1582
1997,mt,dur,billions of us dollars (USD),2.2581
1997,mt,mvp,billions of us dollars (USD),0.9535
1997,mt,hdr,billions of us dollars (USD),0.4749
1997,mt,rec,billions of us dollars (USD),0.5693
1997,mt,odg,billions of us dollars (USD),0.2605
1997,mt,ndr,billions of us dollars (USD),3.9001
1997,mt,foo,billions of us dollars (USD),1.6325
1997,mt,clo,billions of us dollars (USD),0.566
1997,mt,enr,billions of us dollars (USD),0.5397
1997,mt,ong,billions of us dollars (USD),1.162
1997,mt,ser,billions of us dollars (USD),9.5031
1997,mt,hce,billions of us dollars (USD),9.0541
1997,mt,utl,billions of us dollars (USD),2.613
1997,mt,hea,billions of us dollars (USD),2.1813
1997,mt,trn,billions of us dollars (USD),0.4401
1997,mt,rsr,billions of us dollars (USD),0.5337
1997,mt,htl,billions of us dollars (USD),1.1518
1997,mt,fsr,billions of us dollars (USD),0.9295
1997,mt,osr,billions of us dollars (USD),1.2046
1997,mt,npish,billions of us dollars (USD),0.449
1997,mt,npi,billions of us dollars (USD),1.621
1997,mt,nps,billions of us dollars (USD),1.172
1997,ne,pce,billions of us dollars (USD),32.246
1997,ne,gds,billions of us dollars (USD),12.3521
1997,ne,dur,billions of us dollars (USD),4.7421
1997,ne,mvp,billions of us dollars (USD),1.9139
1997,ne,hdr,billions of us dollars (USD),1.314
1997,ne,rec,billions of us dollars (USD),0.886
1997,ne,odg,billions of us dollars (USD),0.6282
1997,ne,ndr,billions of us dollars (USD),7.6101
1997,ne,foo,billions of us dollars (USD),2.8514
1997,ne,clo,billions of us dollars (USD),1.3075
1997,ne,enr,billions of us dollars (USD),1.1292
1997,ne,ong,billions of us dollars (USD),2.322
1997,ne,ser,billions of us dollars (USD),19.8938
1997,ne,hce,billions of us dollars (USD),19.2478
1997,ne,utl,billions of us dollars (USD),5.1321
1997,ne,hea,billions of us dollars (USD),4.3487
1997,ne,trn,billions of us dollars (USD),0.9249
1997,ne,rsr,billions of us dollars (USD),1.3987
1997,ne,htl,billions of us dollars (USD),1.9132
1997,ne,fsr,billions of us dollars (USD),2.5319
1997,ne,osr,billions of us dollars (USD),2.9984
1997,ne,npish,billions of us dollars (USD),0.646
1997,ne,npi,billions of us dollars (USD),3.071
1997,ne,nps,billions of us dollars (USD),2.425
1997,nv,pce,billions of us dollars (USD),35.9447
1997,nv,gds,billions of us dollars (USD),13.829
1997,nv,dur,billions of us dollars (USD),5.0558
1997,nv,mvp,billions of us dollars (USD),1.9129
1997,nv,hdr,billions of us dollars (USD),1.2423
1997,nv,rec,billions of us dollars (USD),1.3465
1997,nv,odg,billions of us dollars (USD),0.5541
1997,nv,ndr,billions of us dollars (USD),8.7732
1997,nv,foo,billions of us dollars (USD),3.6195
1997,nv,clo,billions of us dollars (USD),1.1614
1997,nv,enr,billions of us dollars (USD),1.0011
1997,nv,ong,billions of us dollars (USD),2.9913
1997,nv,ser,billions of us dollars (USD),22.1157
1997,nv,hce,billions of us dollars (USD),21.5447
1997,nv,utl,billions of us dollars (USD),6.9463
1997,nv,hea,billions of us dollars (USD),3.9943
1997,nv,trn,billions of us dollars (USD),1.2538
1997,nv,rsr,billions of us dollars (USD),1.3273
1997,nv,htl,billions of us dollars (USD),2.0855
1997,nv,fsr,billions of us dollars (USD),3.6363
1997,nv,osr,billions of us dollars (USD),2.3013
1997,nv,npish,billions of us dollars (USD),0.571
1997,nv,npi,billions of us dollars (USD),2.823
1997,nv,nps,billions of us dollars (USD),2.252
1997,nh,pce,billions of us dollars (USD),27.9695
1997,nh,gds,billions of us dollars (USD),10.475
1997,nh,dur,billions of us dollars (USD),3.3482
1997,nh,mvp,billions of us dollars (USD),1.4444
1997,nh,hdr,billions of us dollars (USD),0.6657
1997,nh,rec,billions of us dollars (USD),0.6831
1997,nh,odg,billions of us dollars (USD),0.555
1997,nh,ndr,billions of us dollars (USD),7.1268
1997,nh,foo,billions of us dollars (USD),2.6885
1997,nh,clo,billions of us dollars (USD),1.4931
1997,nh,enr,billions of us dollars (USD),0.8871
1997,nh,ong,billions of us dollars (USD),2.058
1997,nh,ser,billions of us dollars (USD),17.4945
1997,nh,hce,billions of us dollars (USD),16.7125
1997,nh,utl,billions of us dollars (USD),5.4563
1997,nh,hea,billions of us dollars (USD),3.6338
1997,nh,trn,billions of us dollars (USD),0.9445
1997,nh,rsr,billions of us dollars (USD),1.0359
1997,nh,htl,billions of us dollars (USD),1.5862
1997,nh,fsr,billions of us dollars (USD),2.0392
1997,nh,osr,billions of us dollars (USD),2.0165
1997,nh,npish,billions of us dollars (USD),0.782
1997,nh,npi,billions of us dollars (USD),2.734
1997,nh,nps,billions of us dollars (USD),1.952
1997,nj,pce,billions of us dollars (USD),199.7627
1997,nj,gds,billions of us dollars (USD),67.6456
1997,nj,dur,billions of us dollars (USD),23.5258
1997,nj,mvp,billions of us dollars (USD),8.3904
1997,nj,hdr,billions of us dollars (USD),5.4411
1997,nj,rec,billions of us dollars (USD),5.7167
1997,nj,odg,billions of us dollars (USD),3.9777
1997,nj,ndr,billions of us dollars (USD),44.1199
1997,nj,foo,billions of us dollars (USD),15.5429
1997,nj,clo,billions of us dollars (USD),10.3177
1997,nj,enr,billions of us dollars (USD),3.9384
1997,nj,ong,billions of us dollars (USD),14.3208
1997,nj,ser,billions of us dollars (USD),132.1171
1997,nj,hce,billions of us dollars (USD),125.9121
1997,nj,utl,billions of us dollars (USD),40.6553
1997,nj,hea,billions of us dollars (USD),25.7232
1997,nj,trn,billions of us dollars (USD),9.9277
1997,nj,rsr,billions of us dollars (USD),7.4376
1997,nj,htl,billions of us dollars (USD),10.3162
1997,nj,fsr,billions of us dollars (USD),14.4073
1997,nj,osr,billions of us dollars (USD),17.4447
1997,nj,npish,billions of us dollars (USD),6.205
1997,nj,npi,billions of us dollars (USD),23.516
1997,nj,nps,billions of us dollars (USD),17.311
1997,nm,pce,billions of us dollars (USD),30.7943
1997,nm,gds,billions of us dollars (USD),11.7617
1997,nm,dur,billions of us dollars (USD),4.4285
1997,nm,mvp,billions of us dollars (USD),1.826
1997,nm,hdr,billions of us dollars (USD),1.0114
1997,nm,rec,billions of us dollars (USD),0.9231
1997,nm,odg,billions of us dollars (USD),0.668
1997,nm,ndr,billions of us dollars (USD),7.3332
1997,nm,foo,billions of us dollars (USD),2.8581
1997,nm,clo,billions of us dollars (USD),1.1636
1997,nm,enr,billions of us dollars (USD),1.1147
1997,nm,ong,billions of us dollars (USD),2.1969
1997,nm,ser,billions of us dollars (USD),19.0327
1997,nm,hce,billions of us dollars (USD),18.4226
1997,nm,utl,billions of us dollars (USD),5.3688
1997,nm,hea,billions of us dollars (USD),4.3927
1997,nm,trn,billions of us dollars (USD),1.0932
1997,nm,rsr,billions of us dollars (USD),1.3062
1997,nm,htl,billions of us dollars (USD),2.2047
1997,nm,fsr,billions of us dollars (USD),1.9939
1997,nm,osr,billions of us dollars (USD),2.0632
1997,nm,npish,billions of us dollars (USD),0.61
1997,nm,npi,billions of us dollars (USD),2.521
1997,nm,nps,billions of us dollars (USD),1.911
1997,ny,pce,billions of us dollars (USD),415.4632
1997,ny,gds,billions of us dollars (USD),131.2457
1997,ny,dur,billions of us dollars (USD),37.0916
1997,ny,mvp,billions of us dollars (USD),12.353
1997,ny,hdr,billions of us dollars (USD),9.2777
1997,ny,rec,billions of us dollars (USD),10.1027
1997,ny,odg,billions of us dollars (USD),5.3583
1997,ny,ndr,billions of us dollars (USD),94.1541
1997,ny,foo,billions of us dollars (USD),27.6732
1997,ny,clo,billions of us dollars (USD),22.2922
1997,ny,enr,billions of us dollars (USD),6.9256
1997,ny,ong,billions of us dollars (USD),37.2631
1997,ny,ser,billions of us dollars (USD),284.2175
1997,ny,hce,billions of us dollars (USD),275.2134
1997,ny,utl,billions of us dollars (USD),77.2049
1997,ny,hea,billions of us dollars (USD),64.6201
1997,ny,trn,billions of us dollars (USD),19.8403
1997,ny,rsr,billions of us dollars (USD),15.1243
1997,ny,htl,billions of us dollars (USD),22.9549
1997,ny,fsr,billions of us dollars (USD),30.462
1997,ny,osr,billions of us dollars (USD),45.0069
1997,ny,npish,billions of us dollars (USD),9.0041
1997,ny,npi,billions of us dollars (USD),44.038
1997,ny,nps,billions of us dollars (USD),35.034
1997,nc,pce,billions of us dollars (USD),139.1078
1997,nc,gds,billions of us dollars (USD),57.7279
1997,nc,dur,billions of us dollars (USD),21.673
1997,nc,mvp,billions of us dollars (USD),9.5284
1997,nc,hdr,billions of us dollars (USD),5.2775
1997,nc,rec,billions of us dollars (USD),4.5518
1997,nc,odg,billions of us dollars (USD),2.3153
1997,nc,ndr,billions of us dollars (USD),36.0549
1997,nc,foo,billions of us dollars (USD),13.7112
1997,nc,clo,billions of us dollars (USD),6.6036
1997,nc,enr,billions of us dollars (USD),4.5769
1997,nc,ong,billions of us dollars (USD),11.1632
1997,nc,ser,billions of us dollars (USD),81.3799
1997,nc,hce,billions of us dollars (USD),79.5089
1997,nc,utl,billions of us dollars (USD),22.929
1997,nc,hea,billions of us dollars (USD),20.3309
1997,nc,trn,billions of us dollars (USD),3.5549
1997,nc,rsr,billions of us dollars (USD),4.7699
1997,nc,htl,billions of us dollars (USD),8.9361
1997,nc,fsr,billions of us dollars (USD),9.2942
1997,nc,osr,billions of us dollars (USD),9.694
1997,nc,npish,billions of us dollars (USD),1.871
1997,nc,npi,billions of us dollars (USD),9.183
1997,nc,nps,billions of us dollars (USD),7.312
1997,nd,pce,billions of us dollars (USD),12.0848
1997,nd,gds,billions of us dollars (USD),4.9886
1997,nd,dur,billions of us dollars (USD),1.9307
1997,nd,mvp,billions of us dollars (USD),0.8599
1997,nd,hdr,billions of us dollars (USD),0.3976
1997,nd,rec,billions of us dollars (USD),0.4532
1997,nd,odg,billions of us dollars (USD),0.2201
1997,nd,ndr,billions of us dollars (USD),3.0579
1997,nd,foo,billions of us dollars (USD),1.0929
1997,nd,clo,billions of us dollars (USD),0.5463
1997,nd,enr,billions of us dollars (USD),0.5559
1997,nd,ong,billions of us dollars (USD),0.8628
1997,nd,ser,billions of us dollars (USD),7.0962
1997,nd,hce,billions of us dollars (USD),6.7532
1997,nd,utl,billions of us dollars (USD),1.6238
1997,nd,hea,billions of us dollars (USD),1.9268
1997,nd,trn,billions of us dollars (USD),0.3694
1997,nd,rsr,billions of us dollars (USD),0.4981
1997,nd,htl,billions of us dollars (USD),0.7249
1997,nd,fsr,billions of us dollars (USD),0.6898
1997,nd,osr,billions of us dollars (USD),0.9203
1997,nd,npish,billions of us dollars (USD),0.343
1997,nd,npi,billions of us dollars (USD),1.129
1997,nd,nps,billions of us dollars (USD),0.786
1997,oh,pce,billions of us dollars (USD),219.818
1997,oh,gds,billions of us dollars (USD),82.4389
1997,oh,dur,billions of us dollars (USD),29.7768
1997,oh,mvp,billions of us dollars (USD),13.1845
1997,oh,hdr,billions of us dollars (USD),6.8058
1997,oh,rec,billions of us dollars (USD),6.19
1997,oh,odg,billions of us dollars (USD),3.5965
1997,oh,ndr,billions of us dollars (USD),52.6621
1997,oh,foo,billions of us dollars (USD),19.4778
1997,oh,clo,billions of us dollars (USD),9.346
1997,oh,enr,billions of us dollars (USD),5.7874
1997,oh,ong,billions of us dollars (USD),18.0509
1997,oh,ser,billions of us dollars (USD),137.3791
1997,oh,hce,billions of us dollars (USD),130.863
1997,oh,utl,billions of us dollars (USD),35.4601
1997,oh,hea,billions of us dollars (USD),32.6652
1997,oh,trn,billions of us dollars (USD),9.3524
1997,oh,rsr,billions of us dollars (USD),9.8352
1997,oh,htl,billions of us dollars (USD),13.7855
1997,oh,fsr,billions of us dollars (USD),13.5426
1997,oh,osr,billions of us dollars (USD),16.222
1997,oh,npish,billions of us dollars (USD),6.516
1997,oh,npi,billions of us dollars (USD),23.238
1997,oh,nps,billions of us dollars (USD),16.722
1997,ok,pce,billions of us dollars (USD),54.6619
1997,ok,gds,billions of us dollars (USD),22.3882
1997,ok,dur,billions of us dollars (USD),8.476
1997,ok,mvp,billions of us dollars (USD),4.1033
1997,ok,hdr,billions of us dollars (USD),1.6447
1997,ok,rec,billions of us dollars (USD),1.7922
1997,ok,odg,billions of us dollars (USD),0.9358
1997,ok,ndr,billions of us dollars (USD),13.9122
1997,ok,foo,billions of us dollars (USD),5.0074
1997,ok,clo,billions of us dollars (USD),2.5004
1997,ok,enr,billions of us dollars (USD),2.0929
1997,ok,ong,billions of us dollars (USD),4.3115
1997,ok,ser,billions of us dollars (USD),32.2738
1997,ok,hce,billions of us dollars (USD),31.6008
1997,ok,utl,billions of us dollars (USD),8.9597
1997,ok,hea,billions of us dollars (USD),8.5495
1997,ok,trn,billions of us dollars (USD),1.2867
1997,ok,rsr,billions of us dollars (USD),2.2297
1997,ok,htl,billions of us dollars (USD),3.3876
1997,ok,fsr,billions of us dollars (USD),3.0848
1997,ok,osr,billions of us dollars (USD),4.1028
1997,ok,npish,billions of us dollars (USD),0.673
1997,ok,npi,billions of us dollars (USD),4.748
1997,ok,nps,billions of us dollars (USD),4.075
1997,or,pce,billions of us dollars (USD),69.0286
1997,or,gds,billions of us dollars (USD),25.865
1997,or,dur,billions of us dollars (USD),9.6838
1997,or,mvp,billions of us dollars (USD),4.0226
1997,or,hdr,billions of us dollars (USD),2.2406
1997,or,rec,billions of us dollars (USD),2.545
1997,or,odg,billions of us dollars (USD),0.8756
1997,or,ndr,billions of us dollars (USD),16.1812
1997,or,foo,billions of us dollars (USD),6.4448
1997,or,clo,billions of us dollars (USD),2.9402
1997,or,enr,billions of us dollars (USD),2.0181
1997,or,ong,billions of us dollars (USD),4.7781
1997,or,ser,billions of us dollars (USD),43.1636
1997,or,hce,billions of us dollars (USD),41.8796
1997,or,utl,billions of us dollars (USD),13.7256
1997,or,hea,billions of us dollars (USD),8.1107
1997,or,trn,billions of us dollars (USD),2.7209
1997,or,rsr,billions of us dollars (USD),3.2131
1997,or,htl,billions of us dollars (USD),4.4814
1997,or,fsr,billions of us dollars (USD),4.8696
