yr,r,source,units,value
2003,ia,ele,million metric tons of carbon dioxide,35.9
2003,ks,ele,million metric tons of carbon dioxide,38.0
2003,ky,ele,million metric tons of carbon dioxide,87.2
2003,la,ele,million metric tons of carbon dioxide,39.1
2003,me,ele,million metric tons of carbon dioxide,4.8
2003,md,ele,million metric tons of carbon dioxide,31.7
2003,ma,ele,million metric tons of carbon dioxide,25.1
2003,mi,ele,million metric tons of carbon dioxide,69.9
2003,mn,ele,million metric tons of carbon dioxide,36.4
2003,ms,ele,million metric tons of carbon dioxide,23.1
2003,mo,ele,million metric tons of carbon dioxide,73.9
2003,mt,ele,million metric tons of carbon dioxide,18.5
2003,ne,ele,million metric tons of carbon dioxide,21.0
2003,nv,ele,million metric tons of carbon dioxide,23.1
2003,nh,ele,million metric tons of carbon dioxide,7.3
2003,nj,ele,million metric tons of carbon dioxide,18.1
2003,nm,ele,million metric tons of carbon dioxide,30.7
2003,ny,ele,million metric tons of carbon dioxide,52.9
2003,nc,ele,million metric tons of carbon dioxide,69.8
2003,nd,ele,million metric tons of carbon dioxide,30.6
2003,oh,ele,million metric tons of carbon dioxide,128.3
2003,ok,ele,million metric tons of carbon dioxide,46.7
2003,or,ele,million metric tons of carbon dioxide,8.2
2003,pa,ele,million metric tons of carbon dioxide,116.8
2003,ri,ele,million metric tons of carbon dioxide,2.3
2003,sc,ele,million metric tons of carbon dioxide,35.7
2003,sd,ele,million metric tons of carbon dioxide,3.6
2003,tn,ele,million metric tons of carbon dioxide,50.8
2003,tx,ele,million metric tons of carbon dioxide,225.2
2003,ut,ele,million metric tons of carbon dioxide,35.1
2003,vt,ele,million metric tons of carbon dioxide,0.0
2003,va,ele,million metric tons of carbon dioxide,41.3
2003,wa,ele,million metric tons of carbon dioxide,14.1
2003,wv,ele,million metric tons of carbon dioxide,85.9
2003,wi,ele,million metric tons of carbon dioxide,43.5
2003,wy,ele,million metric tons of carbon dioxide,43.6
2003,us,ele,million metric tons of carbon dioxide,2283.2
2004,al,ele,million metric tons of carbon dioxide,77.6
2004,ak,ele,million metric tons of carbon dioxide,3.2
2004,az,ele,million metric tons of carbon dioxide,51.7
2004,ar,ele,million metric tons of carbon dioxide,27.1
2004,ca,ele,million metric tons of carbon dioxide,46.3
2004,co,ele,million metric tons of carbon dioxide,40.3
2004,ct,ele,million metric tons of carbon dioxide,8.7
2004,de,ele,million metric tons of carbon dioxide,6.0
2004,dc,ele,million metric tons of carbon dioxide,0.1
2004,fl,ele,million metric tons of carbon dioxide,126.4
2004,ga,ele,million metric tons of carbon dioxide,77.2
2004,hi,ele,million metric tons of carbon dioxide,8.3
2004,id,ele,million metric tons of carbon dioxide,0.6
2004,il,ele,million metric tons of carbon dioxide,94.0
2004,in,ele,million metric tons of carbon dioxide,119.2
2004,ia,ele,million metric tons of carbon dioxide,36.4
2004,ks,ele,million metric tons of carbon dioxide,37.3
2004,ky,ele,million metric tons of carbon dioxide,89.0
2004,la,ele,million metric tons of carbon dioxide,41.0
2004,me,ele,million metric tons of carbon dioxide,4.5
2004,md,ele,million metric tons of carbon dioxide,30.9
2004,ma,ele,million metric tons of carbon dioxide,23.9
2004,mi,ele,million metric tons of carbon dioxide,73.2
2004,mn,ele,million metric tons of carbon dioxide,34.9
2004,ms,ele,million metric tons of carbon dioxide,25.2
2004,mo,ele,million metric tons of carbon dioxide,75.0
2004,mt,ele,million metric tons of carbon dioxide,19.0
2004,ne,ele,million metric tons of carbon dioxide,20.6
2004,nv,ele,million metric tons of carbon dioxide,25.4
2004,nh,ele,million metric tons of carbon dioxide,7.8
2004,nj,ele,million metric tons of carbon dioxide,19.1
2004,nm,ele,million metric tons of carbon dioxide,30.7
2004,ny,ele,million metric tons of carbon dioxide,53.3
2004,nc,ele,million metric tons of carbon dioxide,70.9
2004,nd,ele,million metric tons of carbon dioxide,29.2
2004,oh,ele,million metric tons of carbon dioxide,124.0
2004,ok,ele,million metric tons of carbon dioxide,44.7
2004,or,ele,million metric tons of carbon dioxide,8.1
2004,pa,ele,million metric tons of carbon dioxide,119.7
2004,ri,ele,million metric tons of carbon dioxide,2.0
2004,sc,ele,million metric tons of carbon dioxide,38.9
2004,sd,ele,million metric tons of carbon dioxide,3.8
2004,tn,ele,million metric tons of carbon dioxide,53.4
2004,tx,ele,million metric tons of carbon dioxide,224.3
2004,ut,ele,million metric tons of carbon dioxide,35.2
2004,vt,ele,million metric tons of carbon dioxide,0.0
2004,va,ele,million metric tons of carbon dioxide,41.0
2004,wa,ele,million metric tons of carbon dioxide,14.0
2004,wv,ele,million metric tons of carbon dioxide,82.0
2004,wi,ele,million metric tons of carbon dioxide,44.7
2004,wy,ele,million metric tons of carbon dioxide,44.1
2004,us,ele,million metric tons of carbon dioxide,2313.9
2005,al,ele,million metric tons of carbon dioxide,81.3
2005,ak,ele,million metric tons of carbon dioxide,3.2
2005,az,ele,million metric tons of carbon dioxide,50.8
2005,ar,ele,million metric tons of carbon dioxide,25.3
2005,ca,ele,million metric tons of carbon dioxide,41.9
2005,co,ele,million metric tons of carbon dioxide,40.6
2005,ct,ele,million metric tons of carbon dioxide,10.0
2005,de,ele,million metric tons of carbon dioxide,6.4
2005,dc,ele,million metric tons of carbon dioxide,0.2
2005,fl,ele,million metric tons of carbon dioxide,126.9
2005,ga,ele,million metric tons of carbon dioxide,85.1
2005,hi,ele,million metric tons of carbon dioxide,8.3
2005,id,ele,million metric tons of carbon dioxide,0.6
2005,il,ele,million metric tons of carbon dioxide,93.3
2005,in,ele,million metric tons of carbon dioxide,122.2
2005,ia,ele,million metric tons of carbon dioxide,35.5
2005,ks,ele,million metric tons of carbon dioxide,37.1
2005,ky,ele,million metric tons of carbon dioxide,92.2
2005,la,ele,million metric tons of carbon dioxide,42.9
2005,me,ele,million metric tons of carbon dioxide,3.8
2005,md,ele,million metric tons of carbon dioxide,32.2
2005,ma,ele,million metric tons of carbon dioxide,24.6
2005,mi,ele,million metric tons of carbon dioxide,75.7
2005,mn,ele,million metric tons of carbon dioxide,35.5
2005,ms,ele,million metric tons of carbon dioxide,25.0
2005,mo,ele,million metric tons of carbon dioxide,78.1
2005,mt,ele,million metric tons of carbon dioxide,19.2
2005,ne,ele,million metric tons of carbon dioxide,21.3
2005,nv,ele,million metric tons of carbon dioxide,26.4
2005,nh,ele,million metric tons of carbon dioxide,7.8
2005,nj,ele,million metric tons of carbon dioxide,19.3
2005,nm,ele,million metric tons of carbon dioxide,32.1
2005,ny,ele,million metric tons of carbon dioxide,56.0
2005,nc,ele,million metric tons of carbon dioxide,74.5
2005,nd,ele,million metric tons of carbon dioxide,31.6
2005,oh,ele,million metric tons of carbon dioxide,132.6
2005,ok,ele,million metric tons of carbon dioxide,49.3
2005,or,ele,million metric tons of carbon dioxide,8.1
2005,pa,ele,million metric tons of carbon dioxide,124.5
2005,ri,ele,million metric tons of carbon dioxide,2.4
2005,sc,ele,million metric tons of carbon dioxide,39.9
2005,sd,ele,million metric tons of carbon dioxide,3.3
2005,tn,ele,million metric tons of carbon dioxide,54.8
2005,tx,ele,million metric tons of carbon dioxide,228.8
2005,ut,ele,million metric tons of carbon dioxide,35.8
2005,vt,ele,million metric tons of carbon dioxide,0.0
2005,va,ele,million metric tons of carbon dioxide,41.8
2005,wa,ele,million metric tons of carbon dioxide,14.0
2005,wv,ele,million metric tons of carbon dioxide,85.1
2005,wi,ele,million metric tons of carbon dioxide,48.7
2005,wy,ele,million metric tons of carbon dioxide,43.3
2005,us,ele,million metric tons of carbon dioxide,2379.3
2006,al,ele,million metric tons of carbon dioxide,83.6
2006,ak,ele,million metric tons of carbon dioxide,3.5
2006,az,ele,million metric tons of carbon dioxide,52.7
2006,ar,ele,million metric tons of carbon dioxide,27.4
2006,ca,ele,million metric tons of carbon dioxide,46.5
2006,co,ele,million metric tons of carbon dioxide,41.6
2006,ct,ele,million metric tons of carbon dioxide,9.5
2006,de,ele,million metric tons of carbon dioxide,5.7
2006,dc,ele,million metric tons of carbon dioxide,0.1
2006,fl,ele,million metric tons of carbon dioxide,123.4
2006,ga,ele,million metric tons of carbon dioxide,85.8
2006,hi,ele,million metric tons of carbon dioxide,8.2
2006,id,ele,million metric tons of carbon dioxide,0.5
2006,il,ele,million metric tons of carbon dioxide,91.9
2006,in,ele,million metric tons of carbon dioxide,122.2
2006,ia,ele,million metric tons of carbon dioxide,35.8
2006,ks,ele,million metric tons of carbon dioxide,35.1
2006,ky,ele,million metric tons of carbon dioxide,95.1
2006,la,ele,million metric tons of carbon dioxide,37.8
2006,me,ele,million metric tons of carbon dioxide,2.7
2006,md,ele,million metric tons of carbon dioxide,29.4
2006,ma,ele,million metric tons of carbon dioxide,21.6
2006,mi,ele,million metric tons of carbon dioxide,71.7
2006,mn,ele,million metric tons of carbon dioxide,34.4
2006,ms,ele,million metric tons of carbon dioxide,25.6
2006,mo,ele,million metric tons of carbon dioxide,77.4
2006,mt,ele,million metric tons of carbon dioxide,18.8
2006,ne,ele,million metric tons of carbon dioxide,21.1
2006,nv,ele,million metric tons of carbon dioxide,16.6
2006,nh,ele,million metric tons of carbon dioxide,6.8
2006,nj,ele,million metric tons of carbon dioxide,18.3
2006,nm,ele,million metric tons of carbon dioxide,32.7
2006,ny,ele,million metric tons of carbon dioxide,47.0
2006,nc,ele,million metric tons of carbon dioxide,71.9
2006,nd,ele,million metric tons of carbon dioxide,30.0
2006,oh,ele,million metric tons of carbon dioxide,128.9
2006,ok,ele,million metric tons of carbon dioxide,50.1
2006,or,ele,million metric tons of carbon dioxide,6.4
2006,pa,ele,million metric tons of carbon dioxide,123.8
2006,ri,ele,million metric tons of carbon dioxide,2.3
2006,sc,ele,million metric tons of carbon dioxide,40.0
2006,sd,ele,million metric tons of carbon dioxide,3.5
2006,tn,ele,million metric tons of carbon dioxide,56.9
2006,tx,ele,million metric tons of carbon dioxide,226.9
2006,ut,ele,million metric tons of carbon dioxide,36.2
2006,vt,ele,million metric tons of carbon dioxide,0.0
2006,va,ele,million metric tons of carbon dioxide,37.2
2006,wa,ele,million metric tons of carbon dioxide,9.6
2006,wv,ele,million metric tons of carbon dioxide,85.5
2006,wi,ele,million metric tons of carbon dioxide,43.1
2006,wy,ele,million metric tons of carbon dioxide,43.1
2006,us,ele,million metric tons of carbon dioxide,2325.8
2007,al,ele,million metric tons of carbon dioxide,85.9
2007,ak,ele,million metric tons of carbon dioxide,3.3
2007,az,ele,million metric tons of carbon dioxide,55.2
2007,ar,ele,million metric tons of carbon dioxide,28.6
2007,ca,ele,million metric tons of carbon dioxide,50.0
2007,co,ele,million metric tons of carbon dioxide,42.9
2007,ct,ele,million metric tons of carbon dioxide,8.8
2007,de,ele,million metric tons of carbon dioxide,6.7
2007,dc,ele,million metric tons of carbon dioxide,0.1
2007,fl,ele,million metric tons of carbon dioxide,124.5
2007,ga,ele,million metric tons of carbon dioxide,91.4
2007,hi,ele,million metric tons of carbon dioxide,8.3
2007,id,ele,million metric tons of carbon dioxide,0.7
2007,il,ele,million metric tons of carbon dioxide,96.8
2007,in,ele,million metric tons of carbon dioxide,122.2
2007,ia,ele,million metric tons of carbon dioxide,39.0
2007,ks,ele,million metric tons of carbon dioxide,38.5
2007,ky,ele,million metric tons of carbon dioxide,94.3
2007,la,ele,million metric tons of carbon dioxide,38.1
2007,me,ele,million metric tons of carbon dioxide,2.6
2007,md,ele,million metric tons of carbon dioxide,30.2
2007,ma,ele,million metric tons of carbon dioxide,23.7
2007,mi,ele,million metric tons of carbon dioxide,75.3
2007,mn,ele,million metric tons of carbon dioxide,34.3
2007,ms,ele,million metric tons of carbon dioxide,27.5
2007,mo,ele,million metric tons of carbon dioxide,75.4
2007,mt,ele,million metric tons of carbon dioxide,19.8
2007,ne,ele,million metric tons of carbon dioxide,20.3
2007,nv,ele,million metric tons of carbon dioxide,16.8
2007,nh,ele,million metric tons of carbon dioxide,6.7
2007,nj,ele,million metric tons of carbon dioxide,19.4
2007,nm,ele,million metric tons of carbon dioxide,31.1
2007,ny,ele,million metric tons of carbon dioxide,49.6
2007,nc,ele,million metric tons of carbon dioxide,77.6
2007,nd,ele,million metric tons of carbon dioxide,30.7
2007,oh,ele,million metric tons of carbon dioxide,130.6
2007,ok,ele,million metric tons of carbon dioxide,49.6
2007,or,ele,million metric tons of carbon dioxide,9.6
2007,pa,ele,million metric tons of carbon dioxide,126.2
2007,ri,ele,million metric tons of carbon dioxide,2.8
2007,sc,ele,million metric tons of carbon dioxide,41.8
2007,sd,ele,million metric tons of carbon dioxide,3.0
2007,tn,ele,million metric tons of carbon dioxide,56.6
2007,tx,ele,million metric tons of carbon dioxide,229.5
2007,ut,ele,million metric tons of carbon dioxide,38.1
2007,vt,ele,million metric tons of carbon dioxide,0.0
2007,va,ele,million metric tons of carbon dioxide,41.8
2007,wa,ele,million metric tons of carbon dioxide,11.9
2007,wv,ele,million metric tons of carbon dioxide,86.8
2007,wi,ele,million metric tons of carbon dioxide,43.8
2007,wy,ele,million metric tons of carbon dioxide,43.5
2007,us,ele,million metric tons of carbon dioxide,2391.9
2008,al,ele,million metric tons of carbon dioxide,81.0
2008,ak,ele,million metric tons of carbon dioxide,3.3
2008,az,ele,million metric tons of carbon dioxide,57.6
2008,ar,ele,million metric tons of carbon dioxide,29.0
2008,ca,ele,million metric tons of carbon dioxide,50.9
2008,co,ele,million metric tons of carbon dioxide,41.0
2008,ct,ele,million metric tons of carbon dioxide,7.9
2008,de,ele,million metric tons of carbon dioxide,6.2
2008,dc,ele,million metric tons of carbon dioxide,0.1
2008,fl,ele,million metric tons of carbon dioxide,117.1
2008,ga,ele,million metric tons of carbon dioxide,85.6
2008,hi,ele,million metric tons of carbon dioxide,8.1
2008,id,ele,million metric tons of carbon dioxide,0.7
2008,il,ele,million metric tons of carbon dioxide,96.7
2008,in,ele,million metric tons of carbon dioxide,122.5
2008,ia,ele,million metric tons of carbon dioxide,40.8
2008,ks,ele,million metric tons of carbon dioxide,36.4
2008,ky,ele,million metric tons of carbon dioxide,95.0
2008,la,ele,million metric tons of carbon dioxide,39.8
2008,me,ele,million metric tons of carbon dioxide,2.5
2008,md,ele,million metric tons of carbon dioxide,27.9
2008,ma,ele,million metric tons of carbon dioxide,20.1
2008,mi,ele,million metric tons of carbon dioxide,72.7
2008,mn,ele,million metric tons of carbon dioxide,32.9
2008,ms,ele,million metric tons of carbon dioxide,25.6
2008,mo,ele,million metric tons of carbon dioxide,74.7
2008,mt,ele,million metric tons of carbon dioxide,19.8
2008,ne,ele,million metric tons of carbon dioxide,21.8
2008,nv,ele,million metric tons of carbon dioxide,18.0
2008,nh,ele,million metric tons of carbon dioxide,6.6
2008,nj,ele,million metric tons of carbon dioxide,18.7
2008,nm,ele,million metric tons of carbon dioxide,30.5
2008,ny,ele,million metric tons of carbon dioxide,43.1
2008,nc,ele,million metric tons of carbon dioxide,73.9
2008,nd,ele,million metric tons of carbon dioxide,31.3
2008,oh,ele,million metric tons of carbon dioxide,127.5
2008,ok,ele,million metric tons of carbon dioxide,51.1
2008,or,ele,million metric tons of carbon dioxide,10.1
2008,pa,ele,million metric tons of carbon dioxide,120.7
2008,ri,ele,million metric tons of carbon dioxide,2.9
2008,sc,ele,million metric tons of carbon dioxide,41.9
2008,sd,ele,million metric tons of carbon dioxide,3.9
2008,tn,ele,million metric tons of carbon dioxide,53.7
2008,tx,ele,million metric tons of carbon dioxide,227.2
2008,ut,ele,million metric tons of carbon dioxide,38.6
2008,vt,ele,million metric tons of carbon dioxide,0.0
2008,va,ele,million metric tons of carbon dioxide,36.5
2008,wa,ele,million metric tons of carbon dioxide,12.7
